N13,13.005738609,5.345481,7.238863,β+9.965min,7.631e-25,53680000000000000000
N14,14.00307400478,2.86341704,7.475614,S,0,0
N15,15.00010889823,0.10143805,7.699459,S,0,0
N16,16.006101658,5.683658,7.373812,β-7.13s,6.4e-23,3650000000000000000000
N17,17.008450261,7.871368,7.286153,β-n4.173s,1.093e-22,5881999999999999475712
N18,18.014078959,13.114466,7.03849,β-624ms,5.07e-22,37100000000000001048576
N19,19.017028697,15.862129,6.948235,β-n271ms,1.68e-21,81000000000000006291456
N20,20.023365807,21.76511,6.70924,β-n130ms,3.51e-21,160000000000000000000000
N21,21.02710824,25.251164,6.608099,β-n85ms,3.7e-21,230000000000000004194304
N22,22.034394934,32.038675,6.366085,β-24ms,1.3e-20,789999999999999970639872
N23,23.04122,38.396,6.164,β-n14.5ms,3.15e-20,1250000000000000113246208
N24,24.05104,47.543,5.862,n52ns,8.8e-15,329999999999999984043928059904
N25,25.06066,56.504,5.592,β-260ns,1.75e-15,64100000000000004342681698304
O12,12.034404895,32.047954,4.87909,p1.14e-9ps,0.277,30399999999999998641057578985671265502625792
O13,13.024812213,23.112428,5.811994,β+8.59ms,5.32e-20,3730000000000000146800640
O14,14.00859625,8.007356,7.052308,β+1.1768min,4.4786e-24,422030000000000000000
O15,15.003065617,2.855605,7.463692,β+2.0373min,3.7323e-24,227600000000000000000
O16,15.99491461956,-4.73700141,7.976206,S,0,0
O17,16.999131703,-0.808813,7.750731,S,0,0
O18,17.999161001,-0.781522,7.767025,S,0,0
O19,19.00358013,3.33487,7.566389,β-26.88s,1.176e-23,817200000000000000000
O20,20.004076742,3.797462,7.568505,β-13.51s,3.377e-23,1545000000000000000000
O21,21.008655886,8.062906,7.389332,β-3.42s,1.33e-22,5809999999999999475712
O22,22.009966947,9.284152,7.364821,β-2.25s,2.03e-22,8420000000000000000000
O23,23.015687659,14.61296,7.16385,β-82ms,3.9e-21,220000000000000008388608
O24,24.020472917,19.0704,7.015935,β-65ms,7e-21,269999999999999987417088
O25,25.02946,27.442,6.723,n50ns,9.1e-15,329999999999999984043928059904
O26,26.03834,35.713,6.457,n40ns,1.1e-14,399999999999999965732603428864
O27,27.04826,44.954,6.175,n260ns,1.75e-15,59399999999999998535281934336
O28,28.05781,53.85,5.925,β-100ns,4.56e-15,148999999999999996207409659904
F14,14.03506,32.658,5.236,p-ns,-,-
F15,15.018009103,16.775372,6.483551,p4.6e-10ps,0.69,60999999999999998250495830953127427409182720
F16,16.011465724,10.680254,6.963731,p1.1e-8ps,0.028,2299999999999999994917385722103834553090048
F17,17.002095237,1.951701,7.542328,β+1.075min,7.075e-24,380700000000000000000
F18,18.000937956,0.873701,7.631605,β+1.82952h,6.9271e-26,3520800000000000000
F19,18.998403224,-1.487386,7.779015,S,0,0
F20,19.999981315,-0.017404,7.720131,β-11.07s,2.856e-23,1885000000000000000000
F21,20.999948951,-0.047551,7.73829,β-4.158s,1.097e-22,4780000000000000000000
F22,22.002998815,2.793378,7.624294,β-4.23s,1.08e-22,4490000000000000000000
F23,23.003574631,3.329747,7.62041,β-2.23s,2.05e-22,8129999999999999475712
F24,24.008115485,7.559527,7.462957,β-390ms,8.11e-22,44600000000000002097152
F25,25.012101747,11.272706,7.338764,β-50ms,9.1e-21,330000000000000029360128
F26,26.019615555,18.271772,7.097744,β-9.6ms,3.3e-20,1700000000000000025165824
F27,27.026760086,24.92686,6.887318,β-n5.0ms,6.3e-20,3100000000000000109051904
F28,28.03567,33.226,6.633,n40ns,1.1e-14,369999999999999973580313985024
F29,29.04326,40.296,6.439,β-n2.5ms,1.3e-19,5700000000000000494927872
F30,30.0525,48.903,6.206,n260ns,1.75e-15,53400000000000000104824045568
F31,31.060429,56.289,6.028,β-250ns,1.26e-15,53799999999999996481750695936
Ne16,16.025761262,23.996462,6.082572,p3.74e-9ps,0.0846,6969999999999999828509376995784107440996352
Ne17,17.017671504,16.460901,6.642825,β+p109.2ms,4.178e-21,224700000000000009437184
Ne18,18.005708213,5.317166,7.341282,β+1.672s,2.729e-22,13870000000000000524288
Ne19,19.001880248,1.75144,7.567375,β+17.22s,1.836e-23,1276000000000000000000
Ne20,19.99244017542,-7.04193131,8.03224,S,0,0
Ne21,20.993846684,-5.731776,7.971713,S,0,0
Ne22,21.991385113,-8.024715,8.080465,S,0,0
Ne23,22.994466904,-5.154045,7.955255,β-37.24s,1.225e-23,487400000000000000000
Ne24,23.993610779,-5.951521,7.993319,β-3.38min,2.25e-24,85700000000000000000
Ne25,24.997736888,-2.108075,7.842701,β-602ms,7.58e-22,27699999999999998951424
Ne26,26.000461206,0.429611,7.753891,β-192ms,1.65e-21,83599999999999995805696
Ne27,27.007589903,7.069949,7.519709,β-32ms,1.4e-20,480000000000000000000000
Ne28,28.012071575,11.244601,7.390315,β-18.9ms,1.67e-20,788000000000000058720256
Ne29,29.019385933,18.057881,7.178857,β-14.8ms,2.14e-20,972000000000000008388608
Ne30,30.024801045,23.102025,7.040467,β-7.3ms,4.3e-20,1900000000000000075497472
Ne31,31.03311,30.842,6.824,β-3.4ms,1.3e-19,3999999999999999932891136
Ne32,32.04002,37.278,6.662,β-3.5ms,1.3e-19,3800000000000000150994944
Ne33,33.04938,45.997,6.44,n180ns,1.76e-15,70199999999999997469324738560
Ne34,34.057028,53.121,6.279,β-60ns,5.3e-15,199999999999999982866301714432
Na18,18.025969,24.189968,6.249329,p1.3e-9ps,0.35,18000000000000000498457818384021433415106560
Na19,19.013877499,12.926808,6.938021,p40ns,1.1e-14,549999999999999996862794825728
Na20,20.007351328,6.847719,7.298641,β+447.9ms,1.019e-21,46580000000000003145728
Na21,20.997655206,-2.184161,7.765524,β+22.49s,2.029e-23,883800000000000000000
Na22,21.994436425,-5.182436,7.915709,β+2.6010y,3.8526e-30,231220000000000
Na23,22.98976928087,-9.52985358,8.111493,S,0,0
Na24,23.990962782,-8.418114,8.063496,β-14.997h,5.857e-27,322270000000000000
Na25,24.989953968,-9.357818,8.101397,β-59.1s,7.72e-24,283000000000000000000
Na26,25.992633,-6.862316,8.00426,β-1.077s,4.236e-22,14910000000000000524288
Na27,26.994076788,-5.517436,7.956933,β-301ms,1.52e-21,51399999999999997902848
Na28,27.998938,-0.989247,7.799297,β-30.5ms,1.5e-20,489000000000000006291456
Na29,29.002861,2.665004,7.682668,β-44.9ms,1.02e-20,320000000000000000000000
Na30,30.008976,8.36109,7.505754,β-48.4ms,9.43e-21,288000000000000000000000
Na31,31.013585452,12.654768,7.385492,β-17ms,2.7e-20,780000000000000008388608
Na32,32.02046656,19.064478,7.206621,β-13.2ms,2.4e-20,987999999999999974834176
Na33,33.026719756,24.889293,7.056314,β-n8.0ms,4e-20,1599999999999999865782272
Na34,34.03517,32.761,6.855,???5.5ms,8.3e-20,2200000000000000016777216
Na35,35.042493,39.582,6.695,β-1.5ms,3e-19,7799999999999999547015168
Na36,36.05148,47.953,6.5,n180ns,1.76e-15,64300000000000002531145023488
Na37,37.05934,55.275,6.345,β-60ns,5.3e-15,189999999999999985482205233152
Mg19,19.03547,33.040092,5.838251,p-ns,-,-
Mg20,20.018862545,17.570348,6.723392,β+90ms,5.1e-21,230000000000000004194304
Mg21,21.01171291,10.910506,7.104714,β+122ms,3.74e-21,163000000000000002097152
Mg22,21.999573843,-0.396963,7.662626,β+3.8755s,8.1593e-23,4895899999999999606784
Mg23,22.994123669,-5.473766,7.901126,β+11.317s,4.0314e-23,1604099999999999868928
Mg24,23.985041699,-13.933567,8.260709,S,0,0
Mg25,24.985836917,-13.192826,8.223504,S,0,0
Mg26,25.982592929,-16.214582,8.333872,S,0,0
Mg27,26.984340585,-14.586651,8.263854,β-9.458min,8.04e-25,27260000000000000000
Mg28,27.983876825,-15.018641,8.272406,β-20.915h,6.0594e-27,198100000000000000
Mg29,28.9886,-10.619032,8.113761,β-1.3s,3.5e-22,11000000000000000000000
Mg30,29.990434,-8.910672,8.055401,β-335ms,1.36e-21,41600000000000000000000
Mg31,30.996546,-3.21738,7.87226,β-232ms,1.36e-21,57999999999999995805696
Mg32,31.998975,-0.954781,7.807774,β-85ms,3.7e-21,150000000000000004194304
Mg33,33.005254,4.89407,7.638522,β-90.5ms,5.04e-21,139000000000000002097152
Mg34,34.009456424,8.808603,7.536118,β-20ms,2.3e-20,609999999999999979028480
Mg35,35.01734,16.152,7.342,β-n71ms,6.5e-21,169999999999999995805696
Mg36,36.023,21.424,7.215,β-3.9ms,8.1e-20,2999999999999999949668352
Mg37,37.0314,29.249,7.027,β-260ns,1.22e-15,43400000000000002720727564288
Mg38,38.03757,34.996,6.903,β-260ns,1.22e-15,42199999999999995997761568768
Mg39,39.046772,43.568,6.713,n180ns,1.76e-15,59399999999999998535281934336
Mg40,40.05393,50.235,6.581,β-170ns,1.86e-15,61300000000000003315916079104
Al21,21.02804,26.119,6.343,p35ns,1.3e-14,569999999999999991630987788288
Al22,22.01952,18.183,6.783,β+59ms,7.7e-21,320000000000000000000000
Al23,23.007267432,6.76957,7.334792,β+470ms,9.71e-22,38599999999999997902848
Al24,23.999938865,-0.056946,7.649919,β+2.053s,2.222e-22,8471000000000000262144
Al25,24.990428095,-8.916172,8.021144,β+7.183s,6.352e-23,2326000000000000000000
Al26,25.986891692,-12.210309,8.149771,β+716000y,2.02e-35,711000000
Al27,26.981538627,-17.196658,8.331545,S,0,0
Al28,27.981910306,-16.850441,8.309886,β-2.2413min,3.3925e-24,110920000000000000000
Al29,28.980445046,-18.215322,8.348725,β-6.57min,1.16e-24,36600000000000000000
Al30,29.982960256,-15.872419,8.261381,β-3.6s,1.3e-22,3900000000000000000000
Al31,30.983946619,-14.953628,8.225611,β-644ms,7.08e-22,20899999999999998951424
Al32,31.988124489,-11.061966,8.099175,β-33.0ms,9.58e-21,394999999999999985319936
Al33,32.990843336,-8.529377,8.021586,β-41.7ms,1.09e-20,303000000000000010485760
Al34,33.996851837,-2.932495,7.858434,β-42ms,7.7e-21,290000000000000012582912
Al35,34.999860235,-0.13019,7.784451,β-38.6ms,1.18e-20,309000000000000014680064
Al36,36.006207204,5.781974,7.628193,β-90ms,5.1e-21,129999999999999995805696
Al37,37.01067782,9.946326,7.527619,β-10.7ms,2.96e-20,1050000000000000062914560
Al38,38.017231021,16.050594,7.381288,β-7.6ms,4.2e-20,1400000000000000083886080
Al39,39.02297,21.396417,7.261909,β-7.6µs,4.2e-17,1399999999999999963626995712
Al40,40.03145,29.295,7.085,β-260ns,1.22e-15,40100000000000001824757121024
Al41,41.03833,35.704,6.952,β-260ns,1.22e-15,39100000000000002086347472896
Al42,42.04689,43.678,6.789,β-170ns,1.86e-15,58399999999999998796872286208
Si22,22.03453,32.164,6.111,β+29ms,1.6e-20,649999999999999962251264
Si23,23.02552,23.772,6.562,β+p42.3ms,1.08e-20,429000000000000031457280
Si24,24.011545616,10.754673,7.166837,β+140ms,3.26e-21,124000000000000008388608
Si25,25.004105574,3.824318,7.48023,β+220ms,2.07e-21,76000000000000008388608
Si26,25.992329921,-7.144632,7.924847,β+2.234s,2.042e-22,7188999999999999737856
Si27,26.986704905,-12.384301,8.124334,β+4.16s,1.1e-22,3700000000000000000000
Si28,27.97692653246,-21.49279678,8.447744,S,0,0
Si29,28.9764947,-21.895046,8.448634,S,0,0
Si30,29.973770171,-24.432928,8.520653,S,0,0
Si31,30.975363227,-22.949006,8.45829,β-2.622h,4.834e-26,1427400000000000000
Si32,31.974148082,-24.080907,8.481569,β-153y,6.55e-32,2710000000000
Si33,32.97800022,-20.492662,8.360402,β-6.11s,5.18e-23,2070000000000000000000
Si34,33.978575524,-19.95677,8.336138,β-2.77s,1.65e-22,4400000000000000000000
Si35,34.984583575,-14.360307,8.168673,β-780ms,5.85e-22,15200000000000000000000
Si37,36.99293608,-6.579998,7.953132,β-90ms,5.1e-21,129999999999999995805696
Si36,35.986599477,-12.482507,8.113807,β-450ms,1.01e-21,25799999999999997902848
Si38,37.995633601,-4.067274,7.890118,β-1µs,3e-16,9999999999999999583119736832
Si39,39.002070013,1.928205,7.741034,β-47.5ms,6.66e-21,224999999999999989514240
Si40,40.005869121,5.467052,7.660819,β-33.0ms,9.58e-21,315999999999999974834176
Si41,41.01456,13.562553,7.47338,β-20.0ms,1.58e-20,508999999999999997902848
Si42,42.01979,18.434,7.372,β-12.5ms,2.53e-20,794999999999999951765504
Si43,43.02866,26.697,7.196,β-60ns,5.3e-15,159999999999999993329915789312
Si44,44.03526,32.844,7.076,β-361ns,8.78e-16,26299999999999999277438861312
P24,24.03435,31.997,6.249,p-ns,-,-
P25,25.02026,18.872,6.847,p30ns,1.5e-14,559999999999999994246891307008
P26,26.01178,10.973,7.198,β+43.7ms,7.24e-21,367000000000000010485760
P27,26.999230236,-0.71703,7.663237,β+260ms,1.75e-21,59499999999999996854272
P28,27.992314761,-7.158753,7.907873,β+270.3ms,1.688e-21,55000000000000002097152
P29,28.981800606,-16.952626,8.251228,β+4.142s,1.101e-22,3476999999999999737856
P30,29.978313789,-20.200575,8.353496,β+2.498min,3.044e-24,92920000000000000000
P31,30.973761629,-24.440885,8.481178,S,0,0
P32,31.973907274,-24.305218,8.46413,β-14.262d,2.5662e-28,10595000000000000
P33,32.971725543,-26.337486,8.513811,β-25.34d,2.084e-28,5782000000000000
P34,33.973636257,-24.557669,8.448449,β-12.43s,3.67e-23,988600000000000000000
P35,34.973314117,-24.85774,8.446247,β-47.3s,9.65e-24,252000000000000000000
P36,35.97825968,-20.250977,8.307866,β-5.6s,8.1e-23,2100000000000000000000
P37,36.979608946,-18.994145,8.267505,β-2.31s,1.98e-22,4889999999999999475712
P38,37.984156827,-14.75782,8.15086,β-640ms,7.13e-22,17200000000000000000000
P39,38.986179475,-12.873735,8.10051,β-280ms,1.13e-21,38200000000000002097152
P40,39.991296951,-8.106838,7.980608,β-125ms,2.53e-21,83499999999999996854272
P41,40.994335435,-5.276508,7.913788,β-100ms,3.16e-21,102000000000000004194304
P42,42.001007913,0.938865,7.769554,β-n48.5ms,6.52e-21,204999999999999997902848
P43,43.00619,5.765948,7.664314,β-n36.5ms,8.66e-21,265999999999999995805696
P44,44.01299,12.1,7.53,β-18.5ms,1.71e-20,513000000000000023068672
P45,45.01922,17.903,7.413,β-200ns,1.58e-15,46400000000000001935956508672
P46,46.02738,25.504,7.262,β-200ns,1.58e-15,45299999999999998705268686848
S26,26.02788,25.97,6.591,p10ms,4.6e-20,1700000000000000025165824
S27,27.018833,17.543,6.958,β+15.5ms,2.04e-20,997000000000000048234496
S28,28.004372763,4.073203,7.47879,β+125ms,3.65e-21,118999999999999993708544
S29,28.996608049,-3.159582,7.748629,β+187ms,2.44e-21,76899999999999998951424
S30,29.984903249,-14.062532,8.122817,β+1.178s,3.873e-22,11820000000000001048576
S31,30.979554728,-19.044648,8.281869,β+2.572s,1.774e-22,5238000000000000524288
S32,31.972070999,-26.015697,8.493134,S,0,0
S33,32.971458759,-26.585994,8.497634,S,0,0
S34,33.967866902,-29.931788,8.583501,S,0,0
S35,34.969032161,-28.846356,8.537855,β-87.51d,6.034e-29,1578000000000000
S36,35.96708076,-30.664075,8.575387,S,0,0
S37,36.971125567,-26.89636,8.459934,β-5.05min,1.51e-24,37300000000000000000
S38,37.971163317,-26.861197,8.448782,β-2.8389h,4.465e-26,1076000000000000000
S39,38.975134306,-23.162245,8.344258,β-11.5s,3.97e-23,931000000000000000000
S40,39.975451728,-22.866568,8.330043,β-8.8s,5.2e-23,1200000000000000000000
S41,40.979582149,-19.019105,8.229892,β-1.99s,2.29e-22,5120000000000000000000
S42,41.981022419,-17.677503,8.194173,β-1.013s,4.504e-22,9818999999999999213568
S43,42.98715479,-11.965235,8.058473,β-280ms,1.13e-21,34700000000000001048576
S44,43.99021339,-9.116168,7.994013,β-100ms,3.16e-21,94899999999999994757120
S45,44.996508112,-3.252672,7.865431,β-n68ms,4.7e-21,140000000000000008388608
S46,46.00075,0.699,7.784,β-50ms,6.3e-21,179999999999999991611392
S47,47.00859,8.002,7.635,β-20ms,2.3e-20,440000000000000016777216
S48,48.01417,13.199,7.536,β-200ns,1.58e-15,43499999999999997416912715776
S49,49.023619,22.001,7.367,n200ns,2.28e-15,42499999999999997678503067648
Cl28,28.02851,26.557,6.648,p-ns,-,-
Cl29,29.01411,13.143,7.159,p20ns,2.3e-14,719999999999999952392435007488
Cl30,30.00477,4.443,7.48,p30ns,1.5e-14,470000000000000017790022975488
Cl31,30.992413086,-7.067165,7.870261,β+150ms,3.04e-21,89999999999999995805696
Cl32,31.985689901,-13.329771,8.072251,β+298ms,1.53e-21,43800000000000002097152
Cl33,32.977451887,-21.003432,8.304758,β+2.511s,1.817e-22,5040000000000000000000
Cl34,33.973762819,-24.439776,8.398961,β+1.5264s,2.989e-22,8049499999999999606784
Cl35,34.968852682,-29.01354,8.520278,S,0,0
Cl36,35.968306981,-29.521857,8.521927,β-300000y,4.8e-35,1220000000
Cl37,36.965902591,-31.761532,8.57028,S,0,0
Cl38,37.968010425,-29.798097,8.50548,β-37.23min,2.042e-25,4920000000000000000
Cl39,38.968008164,-29.800203,8.494402,β-56.2min,9.38e-26,3180000000000000000
Cl40,39.970415472,-27.55781,8.427765,β-1.35min,5.63e-24,129000000000000000000
Cl41,40.970684525,-27.307189,8.412958,β-38.4s,1.19e-23,265000000000000000000
Cl42,41.973254804,-24.91299,8.347819,β-6.8s,6.7e-23,1500000000000000000000
Cl43,42.974054403,-24.168168,8.324068,β-3.13s,1.01e-22,3100000000000000000000
Cl44,43.978281071,-20.231052,8.228843,β-560ms,8.15e-22,16899999999999998951424
Cl45,44.980286886,-18.362647,8.183823,β-413ms,7.66e-22,22499999999999998951424
Cl46,45.98421004,-14.708253,8.101934,β-n232ms,1.36e-21,39100000000000001048576
Cl47,46.98871,-10.517,8.012,β-101ms,3.13e-21,88000000000000000000000
Cl48,47.99495,-4.704,7.892,β-200ns,1.58e-15,43499999999999997416912715776
Cl49,49.00032,0.298,7.794,β-170ns,1.86e-15,50099999999999999208853602304
Cl50,50.00784,7.303,7.659,β-20ms,2.3e-20,420000000000000025165824
Cl51,51.01449,13.497,7.546,β-200ns,1.58e-15,40900000000000003374703443968
Ar31,31.012123,11.293,7.253,β+p14.4ms,3.17e-20,933999999999999937085440
Ar30,30.02156,20.083,6.932,p20ns,2.3e-14,689999999999999960240145563648
Ar32,31.997637984,-2.200204,7.700003,β+98ms,4.7e-21,129999999999999995805696
Ar33,32.989925709,-9.384141,7.92895,β+173ms,2.64e-21,72999999999999997902848
Ar34,33.980271244,-18.377217,8.19764,β+845ms,5.4e-22,14499999999999998951424
Ar35,34.975257585,-23.047411,8.327465,β+1.775s,2.57e-22,6723000000000000262144
Ar36,35.967545105,-30.23154,8.519909,S,0,0
Ar37,36.96677632,-30.947659,8.527139,e34.95d,1.047e-28,3739000000000000
Ar38,37.962732394,-34.714551,8.614273,S,0,0
Ar39,38.964313231,-33.242011,8.562593,β-269y,5.37e-32,1270000000000
Ar40,39.96238312251,-35.03989602,8.595259,S,0,0
Ar41,40.964500611,-33.067467,8.534371,β-1.8268h,6.9373e-26,1549400000000000000
Ar42,41.963045736,-34.422675,8.555613,β-33.0y,4.39e-31,9600000000000
Ar43,42.965636056,-32.009808,8.488237,β-5.37min,1.42e-24,30100000000000000000
Ar44,43.964924033,-32.673053,8.493836,β-11.87min,6.406e-25,13340000000000000000
Ar45,44.968039956,-29.770589,8.419947,β-21.48s,2.124e-23,432100000000000000000
Ar46,45.968094129,-29.720127,8.411271,β-8.4s,5.4e-23,1100000000000000000000
Ar47,46.972186792,-25.907836,8.322926,β-1.23s,2.57e-22,7220000000000000000000
Ar48,47.97454,-23.716,8.272,β-475ms,6.66e-22,18300000000000001048576
Ar49,48.98052,-18.146,8.154,β-n170ms,2.68e-21,50200000000000002097152
Ar50,49.98443,-14.503,8.08,β-170ns,1.86e-15,49099999999999999470443954176
Ar51,50.99163,-7.797,7.948,β-200ns,1.58e-15,40900000000000003374703443968
Ar52,51.99678,-2.999,7.858,β-10ms,4.6e-20,829999999999999953862656
Ar53,53.00494,4.602,7.719,β-3ms,2e-19,2999999999999999949668352
K32,32.02192,20.418,6.969,p-ps,-,-
K33,33.00726,6.763,7.416,p25ns,1.8e-14,510000000000000007326408900608
K34,33.99841,-1.481,7.678,p25ns,1.3e-14,490000000000000012558215938048
K35,34.988009692,-11.1689,7.965726,β+178ms,2.56e-21,67000000000000002097152
K36,35.981292235,-17.426171,8.142472,β+342ms,1.33e-21,33900000000000001048576
K37,36.973375889,-24.800199,8.339847,β+1.226s,3.721e-22,9207000000000000262144
K38,37.969081184,-28.800691,8.438057,β+7.637min,9.958e-25,23990000000000000000
K39,38.963706679,-33.807011,8.55702,S,0,0
K40,39.963998475,-33.535205,8.538083,β-1.247e9y,8.035e-39,265400
K41,40.961825762,-35.559074,8.576061,S,0,0
K42,41.96240281,-35.021556,8.551245,β-12.321h,7.1291e-27,224270000000000000
K43,42.96071554,-36.593239,8.576635,β-22.3h,5.68e-27,121000000000000000
K44,43.961556804,-35.809606,8.54734,β-22.13min,3.436e-25,7150000000000000000
K45,44.960699493,-36.608186,8.554508,β-17.82min,2.959e-25,8688000000000000000
K46,45.961976864,-35.418323,8.518137,β-1.75min,4.35e-24,86800000000000000000
K47,46.961678473,-35.696272,8.514544,β-17.5s,2.61e-23,509000000000000000000
K48,47.965513535,-32.123935,8.430887,β-6.8s,6.7e-23,1300000000000000000000
K49,48.967450928,-30.319265,8.386719,β-n1.26s,3.62e-22,6760000000000000000000
K50,49.972783355,-25.352141,8.281068,β-472ms,9.67e-22,17699999999999998951424
K51,50.97638,-22.002,8.211,β-365ms,1.25e-21,22400000000000000000000
K52,51.98261,-16.199,8.097,β-n105ms,4.35e-21,76700000000000001048576
K53,52.98712,-11.998,8.017,β-n30ms,1.5e-20,259999999999999991611392
K55,54.99971,-0.27,7.806,β-3ms,2e-19,2999999999999999949668352
K54,53.9942,-5.403,7.896,β-10ms,4.6e-20,799999999999999932891136
K32,32.02192,20.418,6.969,p-ms,-,-
Ca34,34.01412,13.153,7.224,p35ns,1.3e-14,349999999999999978812121022464
Ca35,35.00494,4.602,7.493,β+p25.7ms,1.78e-20,463999999999999966445568
Ca36,35.993087063,-6.439359,7.815551,β+p102ms,4.47e-21,113999999999999995805696
